instructions,cycles,cpu_migrations,branches,branch_misses,context_switches,cache_references,cache_misses,L1_dcache_stores,L1_dcache_loads,L1_dcache_load_misses,LLC_stores,LLC_loads,thread,workload,class,app,dwarfs,MIPS,instructions_per_cycle,Loads_PTI,Stores_PTI,L1_load_ratio,L1_load_rate_PTI,branch_miss_predict_ratio,branch_miss_predict_rate_PTI,cache_misses_PTI,power,seconds
18191965332,7892335995,0,123649620,583827,242,16270566,66861,3076938328,5058072672,112731533,19192104,13486653,1,W,CPU,bt,DLA,6208.86188805461,2.30501658108893,0.741352171349883,1.05497694447783,44.8683038134503,6.19677593611632,0.004721623891768,0.032092574350559,0.0036753038377,302,2.93
18204946163,7873283264,1,123691906,627329,242,15741621,103994,3081530765,5062572514,112776144,19589930,13499307,1,W,CPU,bt,DLA,6213.29220580205,2.31224326022166,0.741518644391061,1.0760773376971,44.8904558574019,6.19480788299215,0.005071706147046,0.034459261476697,0.005712403600037,302,2.93
18212266835,7982260718,2,132783697,583595,258,16274229,63124,3052866499,5037493825,113294630,19277309,13408904,2,W,CPU,bt,DLA,11454.2558710692,2.28159258115077,0.736256728582024,1.05847938505674,44.46365926611,6.22078684803105,0.004395080218319,0.03204406158153,0.003466015547207,324,1.59
18133127064,8009869441,2,134898218,580245,258,16626645,2053,3071274241,5031033767,108393207,18387029,13444067,2,W,CPU,bt,DLA,11476.6626987342,2.26384801869332,0.741409187315007,1.014002104276,46.414659241515,5.97763455897217,0.00430135407719,0.031999169142314,0.000113218199638,324,1.58
18218753043,7993962904,2,132316633,599675,259,16889879,11263,3055653857,5034581671,111340819,18845036,13375299,2,W,CPU,bt,DLA,11458.3352471698,2.27906399639205,0.73415007977942,1.03437573117775,45.2177531674165,6.11133038233807,0.0045321210675,0.032915260368514,0.000618209159179,324,1.59
17690391314,7777770461,2,126630274,586242,257,16571570,2024,3062479549,5049964132,113637139,19304572,13557553,2,W,CPU,bt,DLA,11196.4501987342,2.27448102289785,0.766379485866471,1.09124618315947,44.4393811428146,6.42366451838003,0.004629556436086,0.033139006910269,0.000114412392811,324,1.58
18202149164,7984485085,2,130465996,601008,256,16204506,2700,3066524040,5030542278,113122453,20526169,14489719,2,W,CPU,bt,DLA,11447.8925559748,2.27968979467384,0.796044404946291,1.12767832056867,44.4698832512057,6.21478551685162,0.004606625622204,0.033018518559812,0.000148334132177,324,1.59
18182476829,7999219542,2,132484682,588869,254,16496765,1309,3072201518,5032514610,110853696,19222156,13905253,2,W,CPU,bt,DLA,11435.520018239,2.27303135431309,0.764761211070096,1.05718028301523,45.3978062219955,6.09673242224045,0.004444808192995,0.032386621775356,7.19923920327631E-05,324,1.59
18195608103,7968381220,2,132412486,575727,256,17113471,37520,3054998418,5039289565,111345947,18456869,13445822,2,W,CPU,bt,DLA,11372.255064375,2.28347610394574,0.738959749181624,1.01435845922385,45.2579523617505,6.1193858633195,0.004347981201712,0.03164098703055,0.002062036057691,324,1.6
18207284650,7970809920,2,132284229,604400,256,17274761,36367,3060806601,5036678058,112438805,19059638,13728422,2,W,CPU,bt,DLA,11451.1224213837,2.28424524392623,0.754007105611984,1.04681386414201,44.794838027672,6.17548454706012,0.004568949787658,0.033195504525712,0.001997387347926,324,1.59
18162238185,8001190593,2,134647031,595513,259,17009856,24706,3059521219,5026023747,109857809,18384006,14136200,2,W,CPU,bt,DLA,11422.7913113208,2.26994195100034,0.778329182560492,1.0122103791802,45.7502638433286,6.04869333179048,0.004422771119253,0.032788524956788,0.001360294901341,324,1.59
18197291977,7998046833,2,132139207,571063,253,16409928,3009,3067621813,5039317811,112116351,19209275,13823246,2,W,CPU,bt,DLA,11444.8377213837,2.27521698196588,0.759632038518233,1.05561173741011,44.9472156920269,6.16115579953911,0.004321677214243,0.031381757281346,0.000165354273801,324,1.59
18192800715,7971727494,2,131592687,635789,257,16787607,2430,3056725482,5042456622,113935873,19178821,13353938,2,W,CPU,bt,DLA,11370.500446875,2.28216540626771,0.734023211115024,1.0541983777235,44.2569709541788,6.26269010389696,0.004831491889819,0.034947285465277,0.000133569318879,324,1.6
18206121447,7971706894,2,131103156,608619,260,16751321,2129,3055189249,5042441258,114452506,19326256,13262312,2,W,CPU,bt,DLA,11450.3908471698,2.28384230492758,0.728453451143234,1.06152516098834,44.0570629183078,6.2864848140876,0.004642290991073,0.033429360656072,0.00011693869044,324,1.59
18198153826,7990124902,2,133436239,622794,258,16536455,60765,3059559068,5026238292,110409704,18955058,14560341,2,W,CPU,bt,DLA,11303.2011341615,2.27758064475874,0.800099896902586,1.04159236047992,45.5235193094984,6.06708268628084,0.004667352772136,0.034222922058731,0.003339074973264,324,1.61
18189346493,8031433847,2,135088537,681089,260,16732631,1584,3038267257,5008485877,112678687,19054613,13305428,2,W,CPU,bt,DLA,11368.341558125,2.26476950934413,0.731495659017792,1.0475699612041,44.4492743956095,6.19476279938718,0.00504179714375,0.037444390883538,8.70839422740992E-05,324,1.6
18182479851,8002488056,2,133208735,644110,255,16974197,2250,3064535385,5035211212,109875692,18458453,13838998,2,W,CPU,bt,DLA,11435.5219188679,2.27210334133112,0.761117191571582,1.01517797084125,45.8264345857317,6.04294314639139,0.004835343568123,0.035424760829012,0.000123745496678,324,1.59
18214024751,7991257176,2,133140769,589459,256,17439356,56125,3052824032,5034395684,109482126,18317650,13245464,2,W,CPU,bt,DLA,11455.3614786164,2.27924397248807,0.727212364157614,1.00568931086987,45.9837223475182,6.01086950834352,0.004427336603411,0.032362918578314,0.003081416697697,324,1.59
18168762080,7970193519,2,132202035,574336,259,16935153,2409,3058498030,5043180910,111983819,18529852,13276940,2,W,CPU,bt,DLA,11426.8943899371,2.27958857419055,0.730756445680751,1.01987421698903,45.0349073199584,6.16353599144054,0.004344380931806,0.031611179532822,0.000132590211121,324,1.59
18208830658,7981691514,2,132210114,598602,258,15980614,41485,3066679195,5034462816,113568824,20264056,14160549,2,W,CPU,bt,DLA,11452.0947534591,2.28132478260547,0.777674814268131,1.11286970484824,44.3296200372736,6.23701906690553,0.004527656636012,0.032874269152314,0.002278290175749,324,1.59
18229414446,7977373265,2,131967237,632147,258,16499058,59234,3059436260,5038118243,112607218,19327148,13558048,2,W,CPU,bt,DLA,11393.38402875,2.28513996279701,0.743745666662101,1.06021770788369,44.7406332602942,6.17722628083147,0.004790181369032,0.034677306935589,0.003249363833132,324,1.6
18190504629,7964731625,2,130898811,568131,256,16144690,3587,3063401367,5051803100,112526190,19419313,13555000,2,W,CPU,bt,DLA,11512.9776132911,2.28388167805968,0.745168992089977,1.06755218703724,44.8944650129894,6.18598506720954,0.004340230408968,0.031232283632982,0.000197190791193,324,1.58
18215792516,7970592027,2,131240504,622324,254,16456174,53021,3060287795,5041731647,112457214,19324478,13689086,2,W,CPU,bt,DLA,11456.4732805031,2.28537509563843,0.751495494251819,1.06086397190933,44.8324430925347,6.17361083253568,0.004741859266252,0.034163981581003,0.002910716069775,324,1.59
18174970369,7969070644,2,131318850,605509,255,16707372,2909,3062097627,5045513644,111660409,18885930,13512969,2,W,CPU,bt,DLA,11359.356480625,2.28068882570192,0.743493316668526,1.0391175125222,45.1862364573642,6.14363637095402,0.004610983114762,0.03331554262299,0.000160055281573,324,1.6
18233614264,7976977359,2,131591267,628284,257,16172251,70050,3055420213,5038192606,114362523,19661033,13467525,2,W,CPU,bt,DLA,11396.008915,2.28577986916661,0.738609735020552,1.07828501334583,44.0545772674148,6.27207098626599,0.00477451136632,0.03445745812669,0.003841805523895,324,1.6
18225113326,7951625026,1,130020542,587762,258,16659716,50023,3059584243,5049226513,113164303,19130640,13766539,2,W,CPU,bt,DLA,11462.3354251572,2.29199858725833,0.755360954620821,1.04968565395465,44.6185447101636,6.20925099206705,0.004520531840269,0.032250114964251,0.002744729160539,324,1.59
18187256776,7972143918,2,130605177,602077,255,16895953,1909,3063716781,5046958479,112326825,19452136,13639101,2,W,CPU,bt,DLA,11367.035485,2.28135078381308,0.749926235054768,1.06954755406924,44.9310169587719,6.17612795505406,0.004609901489586,0.03310433274327,0.000104963603006,324,1.6
18171926280,7966453141,2,131794591,590459,255,16522164,2065,3062316026,5046047788,112917469,19077010,13289678,2,W,CPU,bt,DLA,11428.8844528302,2.28105606828674,0.731330173545036,1.04980670216542,44.687928561346,6.21384146403218,0.004480145926474,0.032492922924184,0.000113636824637,324,1.59
18233749133,7983783020,2,131533547,635016,257,16700922,46865,3061250496,5038793658,112505637,19146032,14000092,2,W,CPU,bt,DLA,11396.093208125,2.28384828186375,0.767812033492454,1.05003265430196,44.7870328310749,6.17018673336817,0.00482778739328,0.03482640873076,0.002570233892008,324,1.6
18163620689,7963893172,2,132319895,624644,257,16988732,2118,3065182600,5042406516,111284041,18741703,13522410,2,W,CPU,bt,DLA,11423.6608106918,2.28074640087601,0.744477669487409,1.03182638092361,45.311137793783,6.12675429119671,0.004720711122088,0.03438983948714,0.000116606707234,324,1.59
18200897757,7981865194,2,133130426,646080,258,16108696,3155,3066285374,5034705427,111295559,19493511,14508047,2,W,CPU,bt,DLA,11375.561098125,2.28028127694786,0.797106120461572,1.07101920247329,45.2372535996697,6.11483897585195,0.00485298529729,0.035497150120055,0.000173343097803,324,1.6
18207665368,7967079051,2,131227828,600631,256,16694314,30293,3061254418,5044686407,111523673,19079278,13829219,2,W,CPU,bt,DLA,11451.3618666667,2.28536270965137,0.759527304599132,1.04787064208308,45.2342204242143,6.12509460965836,0.004577009382492,0.032987809686771,0.001663749821174,324,1.59
18551449523,8754807620,4,246923715,639057,286,17853536,4145,3058129403,5094002490,112634684,16950605,14801364,4,W,CPU,bt,DLA,20164.6190467391,2.11900139080383,0.797854851269134,0.913707846871196,45.225878114063,6.07147618628701,0.002588074620536,0.034447820328417,0.000223432675428,302,0.92
17657594351,8332518865,3,229729245,605501,280,17422652,1657,3066761812,5110412217,113966089,17274654,14554348,4,W,CPU,bt,DLA,19193.0373380435,2.11911843670335,0.824254295952594,0.9783129942059,44.8415161197644,6.4542251189243,0.002635715796654,0.03429125100304,9.3840642562171E-05,336,0.92
17750373329,8326153112,4,225183935,621059,280,17511050,2048,3058290704,5093667772,112635572,17207931,14235305,4,W,CPU,bt,DLA,19505.9047571429,2.13188168536289,0.801972146509325,0.969440511534832,45.2225498708348,6.34553256499566,0.002758007581669,0.03498850353673,0.000115377854992,336,0.91
17777842581,8383012100,4,228040878,632044,281,17678510,2228,3061798541,5106443101,113945117,17467691,14337209,4,W,CPU,bt,DLA,19753.1584233333,2.12069866641371,0.806465066538661,0.982554037162447,44.8149357817589,6.40938946786369,0.002771625883672,0.035552345405257,0.000125324543169,324,0.9
17700987808,8310383648,3,225931482,612854,286,17337481,2511,3073483863,5122853334,114048390,17426220,14266517,4,W,CPU,bt,DLA,19240.2041391304,2.12998443366209,0.805972929575841,0.984477261326861,44.9182433351317,6.44305228821499,0.002712565750354,0.034622587544127,0.000141856490001,336,0.92
