instructions,cycles,cpu_migrations,branches,branch_misses,context_switches,cache_references,cache_misses,L1_dcache_stores,L1_dcache_loads,L1_dcache_load_misses,LLC_stores,LLC_loads,thread,seconds,workload,class,app,dwarfs,MIPS,instructions_per_cycle,Loads_PTI,Stores_PTI,L1_load_ratio,L1_load_rate_PTI,branch_miss_predict_ratio,branch_miss_predict_rate_PTI,cache_misses_PTI
18178190669,14323382332,2,133493782,1386687,472,3414199283,1206666,299382302,8299285972,251088102,7730423,298967342,2,2.8,W,CPU,bt,DLA,6492.21095321429,1.26912695951625,16.4464851009535,0.4252581096084,33.0532825167478,13.812601406376,0.010387652362715,0.076283004466708,0.066379873661342
18202241520,14317821975,2,134444974,1382979,471,3415867020,1184995,295057333,8300227922,247132868,7302428,295386639,2,2.8,W,CPU,bt,DLA,6500.80054285714,1.27129961189506,16.2280364577868,0.401182897830267,33.5860947561212,13.5770568546989,0.010286580143933,0.07597849959745,0.065101597443258
18152388540,14327218666,2,134409312,1392755,478,3408513863,1135092,299731458,8293429589,252009293,7293262,302103252,2,2.81,W,CPU,bt,DLA,6459.92474733096,1.26698621436396,16.6426171043163,0.401779742865729,32.9092212841532,13.8829825311793,0.010362042475152,0.076725715568008,0.062531275016439
18258281007,14423246011,2,134212255,1384449,474,3405024790,1198642,297593557,8288345716,250876913,7230913,298532366,2,2.8,W,CPU,bt,DLA,6520.81464535714,1.26589264254906,16.3505187528632,0.396034708701644,33.0374988152058,13.7404453849635,0.010315369486937,0.075825812926705,0.065649225112729
18219299566,14397753988,2,132762967,1371226,456,3414109885,1175784,300999193,8274684296,253699152,7235180,300880559,2,2.71,W,CPU,bt,DLA,6722.9887697417,1.26542650896696,16.5143867309526,0.397116254320882,32.6161291071245,13.924747824743,0.010328377189702,0.075262278609158,0.064535082467945
18197662005,14336618847,2,133912751,1388137,470,3418949574,1155965,297425819,8299077758,246983821,7216458,297158375,2,2.8,W,CPU,bt,DLA,6499.16500178572,1.26931337152818,16.3294809475169,0.39655962386911,33.6017060728848,13.572283128027,0.010365980757128,0.076281062898003,0.063522720648531
18318572821,14401223436,2,133792716,1390119,457,3400456362,1065610,294729655,8252319664,249708093,7431362,299516326,2,2.7,W,CPU,bt,DLA,6784.65660037037,1.27201504111154,16.3504181754073,0.40567363367308,33.0478662699971,13.6314163466785,0.010390094779151,0.075885769791324,0.058171016400274
18270435869,14309049589,2,129781394,1356390,452,3409862273,908516,296371835,8247827019,249181358,7025058,299591719,2,2.7,W,CPU,bt,DLA,6766.82809962963,1.27684482154883,16.3976229767089,0.384504127343761,33.0996952789703,13.6385010071267,0.010451344050134,0.074239608169471,0.049726016747171
18294369558,14396016521,2,133063487,1362407,472,3389911044,1126761,293862428,8302078731,248466986,8636933,297318712,2,2.78,W,CPU,bt,DLA,6580.70847410072,1.27079387074288,16.2519244545371,0.472108807719101,33.4132065778751,13.5816096429159,0.010238774217603,0.074471382885355,0.061590589193454
18260788858,14387781446,2,133499129,1405392,469,3410968131,1204835,296349599,8317196812,248015874,7267950,297947351,2,2.8,W,CPU,bt,DLA,6521.71030642857,1.26918725632135,16.3162365720838,0.39800854478507,33.5349374129174,13.5818816990124,0.010527349582933,0.076962283005879,0.065979351131491
19433133883,16071350985,4,428992845,1465602,534,3526229470,1243200,294201320,8727197760,248093819,5174748,299279644,4,1.58,W,CPU,bt,DLA,12299.4518246835,1.20917861237289,15.40048279407,0.266284791282524,35.1770060019109,12.7665368073768,0.003416378657784,0.075417686556572,0.06397321232308
19345574444,16035565466,4,461339010,1477762,530,3566350869,1260490,298910674,8683699365,248748806,5217801,299413452,4,1.56,W,CPU,bt,DLA,12401.0092589744,1.20641672942673,15.4771031931214,0.269715485322189,34.9095117465609,12.858176257317,0.003203201914358,0.076387599876019,0.065156504070157
19402306554,16036516542,4,432557880,1471924,542,3543429259,1204538,294811644,8672387103,249927188,5155991,302962112,4,1.6,W,CPU,bt,DLA,12126.44159625,1.20988286347505,15.6147472032154,0.265741136789586,34.6996546170079,12.8813132245081,0.003402837095466,0.075863351396051,0.062082206393738
19277728590,16033785917,4,451340328,1482781,527,3561780230,1296738,300282947,8780406425,248547799,5117544,299729483,4,1.56,W,CPU,bt,DLA,12357.5183269231,1.20231919584012,15.5479667431089,0.265464054860418,35.3268323450332,12.8930022974247,0.003285283649637,0.076916789915238,0.067266119758147
19271893482,15954380887,4,431911376,1485779,536,3547213145,1277889,298114376,8725145709,248764349,5269127,300263790,4,1.56,W,CPU,bt,DLA,12353.7778730769,1.20793740719223,15.5803990033697,0.273409927515497,35.0739394293191,12.9081425876677,0.003440008952207,0.07709564197144,0.066308430004221
19466434490,15817877324,4,441449421,1464946,540,3540762118,1257030,297515440,8763760916,250751331,5208909,301985791,4,1.58,W,CPU,bt,DLA,12320.5281582278,1.23066035292006,15.5131537393318,0.267584133225622,34.9500075674573,12.8812151567259,0.003318491157337,0.075254972899765,0.064574229073421
19178045561,15832236167,4,441650066,1448875,533,3564356817,1271280,299085872,8787715882,251322733,5254797,298069572,4,1.57,W,CPU,bt,DLA,12215.315643949,1.21132892149334,15.5422287976074,0.274000652636159,34.9658615323111,13.1047103940082,0.003280595003919,0.07554862644327,0.066288298041446
19170068675,15843817181,4,443183298,1435817,531,3546263638,1104919,295825250,8743798134,248740981,5045943,300271811,4,1.57,W,CPU,bt,DLA,12210.2348248408,1.20994003250611,15.6635751332278,0.26321987080727,35.1522217965362,12.9754872148365,0.003239781387249,0.074898897043205,0.057637717356795
19142351574,15835255286,4,424052513,1441930,527,3542531760,1266318,295714568,8768229520,248241698,5698777,296356127,4,1.57,W,CPU,bt,DLA,12192.5806203822,1.20884388841674,15.4816990929434,0.297705168456959,35.3213404139703,12.9681923895481,0.00340035716284,0.075326690894054,0.066152687411717
19429865505,15960242690,4,444654688,1441054,532,3520861738,1237372,294763463,8795226019,248859291,5209391,300239619,4,1.59,W,CPU,bt,DLA,12220.0411981132,1.21739160753326,15.4524805600295,0.268112560977812,35.3421645768492,12.8080809893388,0.003240838427863,0.074166957029588,0.063684022912129
19470887846,15925211832,4,445587543,1466568,535,3542983981,1242869,295547210,8753856886,249126303,5228479,300724627,4,1.58,W,CPU,bt,DLA,12323.3467379747,1.22264545372485,15.4448338143851,0.268528022006665,35.1382282022625,12.7948096137372,0.003291312836364,0.075321064534881,0.063832168816859
