branch_misses,cache_misses,cache_references,cycles,instructions,context_switches,L1_dcache_load_misses,L1_dcache_loads,L1_dcache_stores,branches,app,dwarfs,class,workload,Thread,Run,Mode,power,seconds,energy,MIPS,instructions_per_cycle,L1_load_ratio,L1_store_ratio,L1_load_rate_PTI,cache_misses_PTI
59897185,6800460902,110052065082,223163108895,214167770571,75176,6797692131,110163771448,110192745449,2571682896,bt,DLA,CPU,A,1,24,2,3.95203,221.24,874.3471172,968.033676419273,83.8800616442905,16.2060548381725,16.2101307780981,31.7403980761262,31.7529611662346
59957390,6689240572,110074320276,223326162877,214203953555,74182,6685712181,110169616485,110152498509,2571668983,bt,DLA,CPU,A,1,25,2,3.95054,222.38,878.5210852,963.233894932098,84.8800616442905,16.4783666275807,16.4700258085925,31.22285343012,31.2283711900884
59554752,6534405209,110139937278,222739499656,214193811386,73990,6537998083,110100818582,110151616772,2565251861,bt,DLA,CPU,A,1,26,2,3.95065,221.42,874.752923,967.364336491735,85.8800616442905,16.84014237757,16.8472459526223,30.524955607692,30.5069748127517
59849102,6353913754,110122649007,222383172561,214284641755,74108,6358821026,110109542442,110090059580,2568567454,bt,DLA,CPU,A,1,27,2,3.94963,221.36,874.2900968,968.036870956813,86.8800616442905,17.3160310679894,17.2899631366312,29.7141282914711,29.6517459299051
59663622,6298784749,110117264272,221853749072,214358483205,73848,6293533192,110139606634,110100751461,2569677697,bt,DLA,CPU,A,1,28,2,3.95133,220.55,871.4658315,971.926924529585,87.8800616442905,17.5004410517773,17.4780088706366,29.3871623591198,29.3843502474134
59643155,6362085558,110109222141,222304556563,214304284401,74666,6363228616,110131312870,110123015631,2568902954,bt,DLA,CPU,A,1,29,2,3.9511,220.52,871.296572,971.813370220388,88.8800616442905,17.3074581342372,17.2965405789895,29.7089971429908,29.6871598987515
59847000,6586454193,110097271566,223117728997,214187640627,74198,6587307557,110121077179,110138158503,2570974242,bt,DLA,CPU,A,1,30,2,3.95088,222.03,877.2138864,964.678830009458,89.8800616442905,16.717160421936,16.7230475181881,30.7487864366054,30.7508601977183
32245408,6233215017,109948123722,244730602086,216112826727,29716,6234944270,110009054461,110088405912,3348674435,bt,DLA,CPU,A,2,1,0,5.49765,67.25,369.7169625,3213.57363162825,90.8800616442905,17.643951525007,17.653180231423,28.8561298810724,28.8424112136295
32281302,6268234468,109935534615,243745764372,215628316417,29779,6266405051,110007286427,110009321967,3317389930,bt,DLA,CPU,A,2,2,0,5.51563,66.96,369.3265848,3220.25562152031,91.8800616442905,17.5550870924702,17.5618323172218,29.0505172701248,29.0696257901396
31933560,6328091924,110106375986,244360536931,215954506577,29003,6319758126,109942114741,109885531639,3294601341,bt,DLA,CPU,A,2,3,0,5.52137,66.75,368.5514475,3235.27350677154,92.8800616442905,17.3965700188254,17.3844507112832,29.2696324757929,29.3028935783921
32003441,6179026019,109951078428,244231307073,215704907162,28931,6175365947,109986004994,109957299316,3318236222,bt,DLA,CPU,A,2,4,0,5.49239,66.56,365.5734784,3240.75882154447,93.8800616442905,17.8104432899934,17.7976298760251,28.6419029278736,28.6457369018471
32436072,6396237620,110041476049,245389311159,215959205983,30003,6397773947,110083512429,110002812460,3338967004,bt,DLA,CPU,A,2,5,0,5.46895,67.48,369.044746,3200.34389423533,94.8800616442905,17.206533606993,17.1983985051272,29.6172041654177,29.6178048575688
32233158,6384823251,109920162697,244632664208,215819369921,29631,6384060204,109983732937,110000915130,3342589581,bt,DLA,CPU,A,2,6,0,5.46039,67.18,366.8290002,3212.5538839089,95.8800616442905,17.2278658757147,17.2238499922923,29.5920902944799,29.5841066227612
32191900,6384311065,109934840549,244655786729,215764118914,29807,6386164876,110030541416,110050340703,3356035803,bt,DLA,CPU,A,2,7,0,5.41719,67.06,363.2767614,3217.47865961825,96.8800616442905,17.2295178017574,17.2316758887923,29.5995187390057,29.5893084407824
