instructions,cycles,cpu_migrations,branches,branch_misses,branch_ratio,context_switches,cache_references,cache_misses,mem_loads,L1_dcache_stores,L1_dcache_loads,L1_dcache_load_misses,LLC_stores,LLC_loads,thread,seconds,workload,class,app,MIPS,Instructions_per_cycle,dwarfs,Loads_PTI,Stores_PTI,L1_load_ratio,L1_load_rate_PTI,branch_miss_predict_ratio,branch_miss_predict_rate_PTI,cache_misses_PTI
183290548533,194971724536,12,18851072709,1314188258,14.3442711455119,283,1243655249,175751544,0,16462714812,37119178214,614600494,40113375,13306913,12,3.98,B,CPU,ep,46052.9016414573,0.940087845913046,MR,0.07260010462353,0.21885130095935,60.3956205313431,3.35314886075179,0.0697142427005,7.16997285740236,0.958868558180769
183656350878,194499079860,12,18862397983,1314235565,14.3523721966845,368,1245811379,171446750,0,16451414784,37084624122,614864602,39795012,14281044,12,3.98,B,CPU,ep,46144.811778392,0.944253057701843,MR,0.077759597921483,0.21668192692359,60.313480401007,3.34790819408388,0.069674893202045,7.15594946059353,0.933519310279062
183363788261,194523718565,12,18847295155,1315560335,14.3264392012853,367,1241663337,167999848,0,16446094873,37053478688,610432940,39796270,14139051,12,4.19,B,CPU,ep,43762.2406350835,0.942629462430974,MR,0.077109287139479,0.217034510343743,60.7003263749168,3.32908119857946,0.069801015168534,7.17459181813713,0.916210608393785
183353907524,194451813611,12,18845936472,1313077550,14.3524930968472,281,1241798092,166293336,0,16456716291,37077053419,613109118,39813194,14323571,12,3.99,B,CPU,ep,45953.3602817043,0.94292721738661,MR,0.078119802263419,0.217138508459596,60.4738248551052,3.34385629561643,0.069674306286179,7.1614375048327,0.906952779166886
183139652917,195565568199,12,18843609086,1313941860,14.3412807367291,331,1247698800,167198294,0,16455876770,37083782926,618479405,39720346,12664922,12,4.23,B,CPU,ep,43295.426221513,0.936461640991139,MR,0.069154450160173,0.216885559011087,59.9596083979547,3.37709171743543,0.069728779343879,7.17453505601808,0.912955175664635
183564280180,194409716037,12,18873244268,1313461352,14.3690899159399,359,1241460355,175391163,0,16431426908,37008304892,608235415,40022856,14028603,12,4.28,B,CPU,ep,42888.8505093458,0.944213509087499,MR,0.076423381423901,0.218031830379823,60.845363455201,3.31347370198371,0.069593829939827,7.15532101731362,0.955475448861916
183374196449,194897453548,12,18846795975,1313474916,14.3488054057364,295,1242564813,174616025,0,16454662063,37076935752,611800182,40117417,13146026,12,3.99,B,CPU,ep,45958.4452253133,0.940875281389133,MR,0.071689617484738,0.218773512178184,60.6030152374162,3.33634826408171,0.069692212816561,7.16281211552741,0.952238801213039
183605863694,194584316083,12,18872085492,1315610336,14.3447379331018,365,1243830355,170551240,0,16425317780,37045547929,616017237,39862662,13651781,12,4.11,B,CPU,ep,44672.959536253,0.94357997288786,MR,0.074353731004758,0.217109961512099,60.1371937405706,3.35510655600119,0.06971197415133,7.16540479443845,0.928898655896105
183456050933,194502980317,12,18848063534,1311697794,14.3692118872314,387,1243289032,173096229,0,16452815575,37095344388,614427587,40075438,13752795,12,3.99,B,CPU,ep,45978.960133584,0.943204318175507,MR,0.074965066183741,0.218447076540615,60.3738262618081,3.34918136455687,0.069593239201143,7.14992930093674,0.943529679831692
183498394487,194547657976,12,18865407955,1316810782,14.3265898281504,287,1244408418,176281779,0,16450308008,37085255134,617744661,40113617,14368110,12,3.98,B,CPU,ep,46105.1242429648,0.943205363642244,MR,0.078301012061541,0.218604730096654,60.0333074088681,3.3664853729484,0.069800281294792,7.17614334273257,0.960672051070663
183475405605,194454915395,12,18862312896,1314161705,14.3531140986946,386,1240565420,166874763,0,16431750092,37033903577,605650939,39936428,14226787,12,4.06,B,CPU,ep,45190.9866022168,0.943536990218544,MR,0.077540567102648,0.217666383504164,61.1472734412784,3.30099250634111,0.069671291757581,7.16260416848037,0.909521155981314
183366277699,194246968090,12,18852180106,1311846744,14.3707183725723,362,1243339160,173685337,0,16435986247,37071563984,612879653,40061010,13976802,12,4.02,B,CPU,ep,45613.5019151741,0.943985275559314,MR,0.076223404736084,0.218475340737194,60.487509746061,3.34237931145691,0.069585943727669,7.1542421019934,0.94720435610908
183557518771,194430056414,12,18858846406,1311827681,14.376008891369,365,1241676968,172640916,0,16456758887,37121212715,610651127,40333494,14338261,12,4.11,B,CPU,ep,44661.1967812652,0.94407995428521,MR,0.078113177253654,0.219732181335043,60.7895590029755,3.32675627284888,0.069560335386296,7.14668453672329,0.940527618568329
183484989324,194444149173,12,18855162893,1313307832,14.3570017885951,402,1241401281,177120301,0,16431146942,37041441540,610484788,40732839,13986675,12,4.17,B,CPU,ep,44001.1964805755,0.943638520903761,MR,0.076227897723569,0.221995483936146,60.6754537837886,3.32716474655046,0.069652425675281,7.15757641449866,0.965312212473353
183633200748,194612656606,12,18880536254,1315004552,14.3577725455661,375,1243378892,174328699,0,16442711198,36966131458,601461734,40392609,13721261,12,4.03,B,CPU,ep,45566.5510540943,0.94358303283312,MR,0.074721025087559,0.219963540555124,61.4604876226423,3.27534308365831,0.069648686579091,7.16103921645728,0.949331048469995
183569480305,199581141327,12,18867601111,1316644544,14.3300644027125,296,1255996775,173345729,0,16449026080,36981220160,614199349,39890956,11010026,12,4.21,B,CPU,ep,43603.2019726841,0.919773677434954,MR,0.059977431878692,0.217307124984618,60.2104515744122,3.3458685396914,0.069783356996687,7.17245885215996,0.944305822035268
183191998228,194810930615,12,18841565625,1314250095,14.3363623839038,369,1248842357,172481528,0,16454968102,37049923611,615093300,39875587,13351681,12,3.98,B,CPU,ep,46028.1402582915,0.940357903171449,MR,0.072883538195716,0.217671008481337,60.2346401936097,3.35764283347386,0.069752701084255,7.17416758216857,0.941534180905272
183503429931,194291108147,12,18861947077,1312710514,14.3687026772759,321,1242400078,172358313,0,16461506179,37125043803,610858162,39996705,14270981,12,3.98,B,CPU,ep,46106.3894298995,0.944476727118988,MR,0.077769559976978,0.217961620744851,60.7752275609276,3.3288650911304,0.069595705503845,7.15360205797569,0.939264803196372
183526525698,194317448038,12,18854575178,1313868242,14.3504307169333,359,1244336677,168300975,0,16445726861,37048294212,616807892,39903598,14459402,12,4.01,B,CPU,ep,45767.2133910224,0.94446755837443,MR,0.078786442150567,0.217426869757579,60.0645593101458,3.36086508287626,0.0696843195668,7.15901005047097,0.917038964040249
183601083555,194326478695,12,18865131389,1315168656,14.3442677887238,282,1243309176,162301272,0,16424612440,37042828156,610980881,39749705,14240461,12,4.02,B,CPU,ep,45671.9113320896,0.94480734065668,MR,0.077561965998605,0.216500383496334,60.6284571382521,3.327762936742,0.069714259014748,7.16318569877081,0.883988639159532
183512682912,194364279701,12,18860162894,1316580205,14.325115038472,304,1245228110,167513173,0,16420094644,36965949849,607877395,39764409,13708267,12,4.23,B,CPU,ep,43383.6129815603,0.944168770075996,MR,0.074699289348702,0.216684800031332,60.8115224436007,3.31245440562545,0.069807467326745,7.17432813965965,0.912815236210828
732718063025,613502497553,0,75345257020,5374352454,14.0194112062603,415,5032791526,302036,0,65881227870,148232655168,2270699814,175064598,65086868,1,134.49,C,CPU,ep,5448.1230056138,1.19431960904397,MR,0.088829348264312,0.238924911004994,65.280603915177,3.09900892114697,0.071329671787747,7.33481638464347,0.000412213121583
732642062485,614216429455,1,75338857722,5372650590,14.0226609677962,431,5036910504,198792,0,65884788602,148238939276,2266209768,174663486,66177975,1,134.54,C,CPU,ep,5445.53339144492,1.19280766086814,MR,0.090327840003528,0.238402208859768,65.4127174673797,3.0932018294355,0.071313141086172,7.33325434766448,0.000271335772513
732640017376,613795711171,1,75342579570,5394519093,13.9665053123578,478,5035692240,191592,0,65880441291,148246672603,2271490147,174341907,65085968,1,134.29,C,CPU,ep,5455.65579995532,1.19362192345442,MR,0.088837582518506,0.237963942543594,65.2640614791097,3.10041779472475,0.071599872526106,7.36312372387306,0.000261509056912
732671144294,613875190255,0,75341127834,5387034974,13.9856392612312,461,5028414778,207426,0,65884542007,148257289214,2271524864,174845247,64586093,1,134.35,C,CPU,ep,5453.45101819129,1.1935180895479,MR,0.088151544527163,0.238640825917172,65.267737793074,3.10033346023042,0.071501915738099,7.35259606708127,0.000283109279812
732668947720,614289959816,1,75340226514,5382608750,13.9969724743601,496,5053652860,219796,0,65884774657,148250018016,2277894175,176317752,66543234,1,134.45,C,CPU,ep,5449.37856243957,1.19270864843609,MR,0.090823057544716,0.240651323559822,65.0820479911013,3.10903605521785,0.071444021329028,7.34657687725158,0.000299993606504
732667375675,613098321694,1,75339864812,5374338353,14.0184446649037,481,5035267600,205458,0,65877780507,148241703943,2271192932,174194158,65222766,1,134.13,C,CPU,ep,5462.36767072989,1.19502427220911,MR,0.089020977547841,0.237753397767324,65.2704144391904,3.09989636143901,0.071334589813917,7.33530457535204,0.000280424660387
732675791750,614991823416,1,75336363243,5379111536,14.0053543673165,475,5043869263,291335,0,65883580463,148261569810,2268612126,176674032,65979447,1,134.78,C,CPU,ep,5436.08689531088,1.19135859023348,MR,0.090052718737175,0.241135347979784,65.3534238448305,3.09633831436058,0.07140126367196,7.34173504375239,0.000397631535367
732717162445,613285419442,0,75343048369,5379638011,14.0052264139227,481,5047721980,193673,0,65880457766,148240997473,2268464061,175912310,66236818,1,134.32,C,CPU,ep,5455.01163225879,1.19474088118981,MR,0.090398889769382,0.240082147677556,65.3486206907997,3.09596141221856,0.071401916002293,7.34203903870453,0.000264321637225
732677501103,621142547639,0,75333502057,5366743985,14.0370962854864,484,5040956279,280743,0,65887941955,148222467638,2274320731,176393800,67694446,1,135.92,C,CPU,ep,5390.50545249412,1.17956418198681,MR,0.092393236994572,0.240752308804966,65.1721921264939,3.10412251990289,0.071239804847242,7.32483797703724,0.000383174042573
732726200076,613162955850,0,75340087886,5371759613,14.0252158163728,486,5047019045,256321,0,65876879283,148236688765,2280425688,176004638,66228472,1,134.16,C,CPU,ep,5461.5846755814,1.19499423943551,MR,0.090386384427267,0.240205192583184,65.0039549830751,3.1122480508592,0.071300150606782,7.33119630831111,0.00034981825404
732613260724,614827472003,0,75339363982,5388090272,13.982572707349,465,5045694427,202263,0,65886818046,148249381204,2271415222,177206183,66441804,1,134.71,C,CPU,ep,5438.44748514587,1.19157535094727,MR,0.090691511554595,0.241882303392758,65.2674067551001,3.10042875794425,0.071517597006624,7.35461745078878,0.000276084273714
732772231376,613478556811,0,75350195493,5376942365,14.0135769323985,491,5055370075,187765,0,65870629188,148227952731,2268530470,177296528,66122577,1,134.24,C,CPU,ep,5458.67276054827,1.19445451391996,MR,0.090236193688501,0.24195312050386,65.3409573691995,3.09581937314976,0.071359368477014,7.3378085778485,0.000256239240463
732707192022,615474611449,0,75347439971,5379534321,14.0063127168587,482,5051296919,224612,0,65880834940,148235842768,2283448675,177458470,66616173,1,134.79,C,CPU,ep,5435.91655183619,1.19047508766771,MR,0.090917864223721,0.242195616382965,64.9175277688254,3.11645456720375,0.07139637820569,7.34199743031658,0.000306550832919
732582453449,613381749800,1,75338262613,5379214687,14.00543889707,413,5042972518,200800,0,65880815521,148254253154,2269800204,174398324,65976154,1,134.26,C,CPU,ep,5456.44610046924,1.19433363266492,MR,0.0900596972933,0.238059652096405,65.3159925233666,3.09835458563575,0.071400832730005,7.34281125854796,0.000274098839052
732647556528,613710666356,1,75333085128,5387447590,13.9830752632899,419,5039255421,274100,0,65885606009,148260832191,2272481430,175203670,65704165,1,134.31,C,CPU,ep,5454.8995348671,1.19379961387702,MR,0.089680453329252,0.239137725143432,65.2418234242733,3.10173890536022,0.071515026642624,7.3533959705414,0.000374122588082
732618161306,612840606127,1,75339692170,5370243181,14.0291025249197,422,5043758524,246664,0,65882384260,148235719016,2273200670,176445512,66216538,1,134.16,C,CPU,ep,5460.77937765355,1.19544650596174,MR,0.090383424131828,0.240842394195443,65.2101334353381,3.10284509729828,0.071280397176064,7.33020755508811,0.000336688350123
732731149561,625080056693,1,75345089789,5372218661,14.0249484511814,425,5038864163,222454,0,65878220101,148239866692,2280822489,174995008,65165163,1,136.76,C,CPU,ep,5357.78845832846,1.17221968884679,MR,0.088934615430288,0.238825670376979,64.9940393901474,3.11276856506852,0.071301509840185,7.33177327621277,0.000303595664158
732645737601,613421812885,1,75340104520,5382618235,13.9969251451102,425,5045977684,194782,0,65884775938,148247457018,2281241882,176813849,64922037,1,134.54,C,CPU,ep,5445.56070760369,1.19435879554931,MR,0.088613136838253,0.241336078169192,64.9854178935331,3.11370388841649,0.071444262910083,7.34682256205438,0.000265861097667
732787942454,621681416312,1,75348769500,5366732116,14.0399721602203,478,5053775070,219935,0,65877086451,148250914661,2270757522,175869699,68700324,1,136.22,C,CPU,ep,5379.44459296726,1.1787193942536,MR,0.093751984741906,0.240000808980342,65.2869860496712,3.09879214769223,0.071225212456854,7.32371782486977,0.000300134578175
732751232967,614019159536,1,75346943582,5390662787,13.9773060492125,467,5040089449,273698,0,65876001987,148235301237,2271795539,177053550,65094604,1,134.33,C,CPU,ep,5454.85917491997,1.19336867846391,MR,0.088835884637715,0.241628457291144,65.250282735501,3.10036399365883,0.071544544884337,7.35674338639123,0.000373521036453
732642799879,613586062364,1,75336753605,5385933000,13.9876885963862,469,5041181793,190404,0,65882256454,148247019107,2272657738,174719562,65817735,1,134.24,C,CPU,ep,5457.70858074344,1.19403429252663,MR,0.089836049724191,0.238478508256487,65.2306841581264,3.10199968985615,0.071491439998054,7.35137641547766,0.000259886536838
732578992234,612924894698,1,75334641305,5374106222,14.0180782055632,470,5045851699,198155,0,65888076490,148250602288,2269654043,175729541,66739405,1,134.35,C,CPU,ep,5452.76510780796,1.19521820466267,MR,0.091101991331308,0.239877941986997,65.318590181279,3.09816970874184,0.071336454636352,7.33587268945791,0.000270489601941
732579280799,622435856680,1,75331602266,5372466708,14.0217904289338,468,5042533181,194610,0,65886313870,148242444868,2272151511,176131599,66630080,1,136.37,C,CPU,ep,5371.99736598225,1.17695546125265,MR,0.090952722451185,0.240426672738955,65.2432041394796,3.10157763200979,0.071317568542211,7.33363179769489,0.000265650428699
732611128902,613250919369,1,75341321393,5375137818,14.016630632372,514,5046848458,206097,0,65878080783,148252080510,2263422941,174091949,67372822,1,134.21,C,CPU,ep,5458.69256316221,1.19463519052823,MR,0.091962596993271,0.237632138158917,65.499062426442,3.08952847111714,0.071343821937525,7.33695900314261,0.000281318412824
732721378198,613799599259,0,75346944309,5388762927,13.982234017288,406,5051034780,196051,0,65871107996,148227717788,2275534069,174183813,67171039,1,134.36,C,CPU,ep,5453.41901010717,1.19374691525144,MR,0.091673371350506,0.237721756431312,65.1397488648191,3.10559257134858,0.071519329369225,7.35445025536544,0.000267565551973
732616825303,613380522166,0,75338005454,5375073870,14.0161804797671,401,5044636821,191135,0,65880472319,148255745834,2281403776,175071644,65602988,1,134.28,C,CPU,ep,5455.88937520852,1.19439205978688,MR,0.089546111601884,0.238967544770205,64.9844395777839,3.11404774938993,0.07134611326128,7.33681466812743,0.000260893544072
732682046025,613545049298,1,75338013236,5378784383,14.0065129723569,537,5036646055,220227,0,65878573737,148260645619,2280636605,176766798,64593915,1,134.53,C,CPU,ep,5446.23538262841,1.19417807520949,MR,0.088160908746761,0.241259901152223,65.0084477702225,3.11272347585569,0.071395357429333,7.34122585940433,0.000300576493166
732614538612,613217650972,1,75340832652,5364282734,14.0449033706731,411,5043535851,195460,0,65880011473,148262279975,2263750684,174878941,67139912,1,134.17,C,CPU,ep,5460.34537237833,1.19470556245527,MR,0.091644252825234,0.238705256015425,65.4940851141008,3.08996145270181,0.071200205057166,7.32210794528196,0.000266797872139
732618702033,613570830904,1,75338919003,5384889822,13.990800460801,430,5036042421,204271,0,65882770842,148257723949,2269597042,174352449,65623883,1,134.4,C,CPU,ep,5451.03200917411,1.19402465882154,MR,0.089574403189402,0.237985255517196,65.3233685123035,3.09792397559866,0.071475538715728,7.3501943194421,0.000278823075951
732780826959,613674907107,1,75347672592,5381846607,14.0003381913557,513,5042476951,304358,0,65874396227,148242286074,2274334475,174883606,65668034,1,134.33,C,CPU,ep,5455.07948305665,1.19408634518477,MR,0.089614836502367,0.238657453314871,65.1805122349034,3.1037035786517,0.071426846004151,7.34441514979911,0.000415346565853
732691769406,792411622066,2,75350325810,5261632495,14.3207124179812,406,5093361028,185176,0,65881061610,148247560409,2451867138,141371461,44785211,2,87.32,C,CPU,ep,8390.88146365094,0.924635314529718,MR,0.061124217399505,0.192948067527237,60.4631295519244,3.3463828043104,0.0698289282553,7.18123597766856,0.00025273383397
732613250887,766051974164,2,75339524132,5254210433,14.3388859454157,463,5044379117,247496,0,65895099181,148279571270,2439124236,140269781,60818871,2,84.4,C,CPU,ep,8680.25178776066,0.956349276022045,MR,0.083016340376542,0.191464979414678,60.7921355876356,3.32934769204197,0.069740425009777,7.17187469191766,0.000337826267407
732646381061,766666040005,2,75347038568,5256591562,14.3338202482166,393,5041635670,130958,0,65884878973,148256940890,2436016541,141309693,58496337,2,84.65,C,CPU,ep,8655.00745494389,0.955626495541947,MR,0.079842525005429,0.192875712830737,60.8603999171285,3.32495540000105,0.069765071884756,7.1748004192521,0.000178746532277
732719745347,789701898679,2,75350733474,5251102084,14.3495084019776,466,5078962631,158161,0,65881981046,148253823196,2465607494,141432953,39827833,2,87.02,C,CPU,ep,8420.13037631579,0.927843464189058,MR,0.054356161756141,0.193024623531908,60.12872022687,3.36500757575783,0.069688798527912,7.16659011490566,0.000215854698886
732627193397,766159425936,2,75336332754,5260822231,14.3202582117434,453,5034615510,269592,0,65892787316,148277528558,2446961597,141365029,59540917,2,84.58,C,CPU,ep,8661.94364385198,0.956233348564453,MR,0.081270416299898,0.1929562951991,60.5965899668347,3.33998194314093,0.069831143071146,7.18076298343083,0.000367979788943
732602967038,767266594661,2,75337862789,5263122703,14.3142896414057,397,5053690224,135345,0,65891768439,148273399221,2424873573,141346777,62989749,2,84.52,C,CPU,ep,8667.80604635589,0.954821925176717,MR,0.085980745143137,0.1929377621435,61.1468576638243,3.30994233179815,0.069860260274976,7.18414057791688,0.000184745361525
732679708855,767618987103,2,75350059313,5252080158,14.3467077893368,434,5060602759,131955,0,65879595130,148246751311,2439526612,141106754,63802098,2,84.71,C,CPU,ep,8649.27055666391,0.95448356693226,MR,0.087080476269375,0.192589957514335,60.7686551078296,3.32959488643733,0.069702402438506,7.16831665258988,0.000180099159845
732614623868,788358787203,2,75339119483,5254258301,14.3386782999727,414,5102899813,258046,0,65892879502,148284425849,2447183119,140924374,45867218,2,87.12,C,CPU,ep,8409.25876799816,0.929290870806713,MR,0.062607565431651,0.192358123096095,60.5939231509549,3.34034161928076,0.069741434955125,7.1719265898065,0.000352226111236
732708108208,766093261312,2,75343170205,5255585354,14.3358284815328,487,5068507671,216960,0,65893566037,148279847985,2428851658,141120420,64973404,2,84.48,C,CPU,ep,8673.15468996212,0.95642155493337,MR,0.088675699466336,0.192601144192523,61.0493635939458,3.31489665637834,0.069755298850582,7.17282270405564,0.000296107000277
732742604400,766397099577,2,75345768637,5257531590,14.3310158668966,416,5067328920,256050,0,65887516234,148263971086,2444683522,141656885,63546315,2,84.52,C,CPU,ep,8669.45816848083,0.956087392298881,MR,0.086723925452696,0.193324209823987,60.6475111202554,3.33634690724966,0.069778723943075,7.17514111835367,0.000349440579083
732665332246,766324361962,2,75350189724,5258463175,14.3293177524249,381,5068179362,213449,0,65887749633,148251805723,2442536336,141174989,63708254,2,84.55,C,CPU,ep,8665.46815193377,0.956077306964608,MR,0.086954099226588,0.192686869142867,60.6958445358415,3.33376813191414,0.069786993161679,7.17716936173311,0.000291332195759
732803726080,770110012207,1,75353838126,5253202040,14.3443632192757,388,5069876160,246001,0,65882365107,148256180694,2455445052,140763450,61140424,2,85.03,C,CPU,ep,8618.17859673057,0.951557198925272,MR,0.083433560480184,0.192088884090408,60.3785373137317,3.35075404861129,0.069713795217917,7.1686344556421,0.000335698347654
732548609364,765588422344,2,75340054223,5250040166,14.3503767287178,400,5068599648,128426,0,65893068981,148269234368,2443834267,141662796,65657807,2,84.35,C,CPU,ep,8684.63081640783,0.956843896778321,MR,0.089629283518816,0.193383475429695,60.6707403894505,3.33607112997149,0.069684581729399,7.16681473268797,0.000175313963276
732589369002,766034974203,1,75335941412,5258504040,14.3264968209476,408,5062557938,289430,0,65897064903,148279293047,2448356937,141370337,63652529,2,84.59,C,CPU,ep,8660.47250268353,0.956339323493947,MR,0.086887049817162,0.192973503277269,60.5627761239292,3.34205905872668,0.069800734436198,7.17796935432412,0.000395078078179
732669588246,766024640455,1,75348807238,5259563759,14.3260564355866,394,5048501242,126523,0,65892510516,148267097723,2447022343,141118332,60766994,2,84.38,C,CPU,ep,8682.97686947144,0.956456946098773,MR,0.082939151528693,0.192608420308307,60.590823025027,3.33987159049161,0.069802880122401,7.17862982629225,0.000172687664439
732667510020,791437045296,2,75342813617,5259152461,14.3260371658201,428,5092174113,191827,0,65890283134,148260289737,2449725659,140091245,44234160,2,87.22,C,CPU,ep,8400.22368745701,0.925743259523542,MR,0.060374125227407,0.191207120670843,60.5211808890965,3.34357075412438,0.069802974013348,7.17808881801847,0.0002618199898
732549407428,766588848980,2,75340694194,5252770207,14.3430401911735,421,5060675113,136163,0,65891695501,148267138819,2436203995,140898421,59539850,2,84.45,C,CPU,ep,8674.35651187685,0.955596221367827,MR,0.081277589465325,0.192339819773656,60.8599029979836,3.32565144452655,0.069720225745124,7.17053369197665,0.000185875517227
732746909844,766847563437,1,75337344370,5260117446,14.3223692519051,402,5069936977,262114,0,65897266748,148268618245,2442843504,141590683,61170372,2,84.58,C,CPU,ep,8663.35906649326,0.955531379091613,MR,0.083480900674181,0.193232726194839,60.6950948770233,3.33381618015977,0.069820850336405,7.17862794825005,0.000357714234586
732676019997,787821490538,2,75349211967,5260476270,14.3236482971531,426,5122231551,137511,0,65897963818,148272130128,2460718865,141671486,47658187,2,86.86,C,CPU,ep,8435.13723229335,0.930002581545038,MR,0.065046740577364,0.193361707130227,60.2556156401881,3.35853610305149,0.069814615610099,7.17981225865907,0.000187683227302
732635469849,766906917046,2,75334185648,5260097005,14.3218244029323,367,5040272900,202982,0,65890832347,148275102131,2377615712,141961265,60906443,2,84.47,C,CPU,ep,8673.32153248491,0.955312116196568,MR,0.083133352815355,0.193767938957773,62.3629383767296,3.24529156701905,0.069823506549575,7.17969197708123,0.000277057292956
732692872960,766341799313,2,75346671605,5262515196,14.3176159685525,363,5050848820,186034,0,65886601239,148256257697,2442841992,140387477,61170815,2,84.64,C,CPU,ep,8656.57931190926,0.956091490268226,MR,0.083487662098959,0.191604807663612,60.6900725394932,3.33405998905269,0.069844030053357,7.18242989690893,0.00025390447603
732679803634,766287252673,2,75347887774,5255916892,14.3358217647403,404,5025508835,139819,0,65879831175,148244133944,2372886874,140793057,59150133,2,84.39,C,CPU,ep,8682.06900857922,0.956142492359401,MR,0.080731218066368,0.192161782407109,62.4741683087923,3.23864103013455,0.069755331533177,7.17355230201694,0.000190832338092
732621087250,765736638609,1,75336671304,5258264508,14.3272882505971,386,5038114331,164988,0,65894671384,148264143437,2432763014,141477490,57228414,2,84.46,C,CPU,ep,8674.17815829979,0.956753340914761,MR,0.078114614766025,0.193111408424041,60.9447540034822,3.32062925342721,0.069796878691146,7.17733163774696,0.000225202362956
732821257584,769387979630,2,75356200752,5267952531,14.3046468829315,418,5044634280,148751,0,65883188958,148245081073,2444062142,141026458,58474483,2,85.09,C,CPU,ep,8612.30764583382,0.952472974605627,MR,0.079793650081579,0.192443186575868,60.6552012428332,3.33514089105125,0.069907353056944,7.18859131948169,0.000202984013442
732642163409,765800005381,2,75341401683,5257306876,14.3307977753665,406,5060717018,262718,0,65898612355,148273151560,2444467706,141241063,61919286,2,84.52,C,CPU,ep,8668.26979897066,0.956701695300324,MR,0.084515045806111,0.192783148519329,60.6566211515334,3.33650972887752,0.06977978586223,7.17581807131825,0.000358589790652
732520320131,782073243340,2,75340757452,5258677287,14.3269406621034,367,5066274610,150850,0,65891066722,148272150210,2449794240,140189927,64641586,2,87.02,C,CPU,ep,8417.83865928522,0.936639025013342,MR,0.088245450977305,0.191380256830185,60.5243280390765,3.34433622204759,0.069798572045819,7.17888247258392,0.000205932853812
732640248886,765816876340,2,75347702704,5260457733,14.3234118642048,364,5052340452,220620,0,65895510746,148269754157,2411941954,141497832,60767630,2,84.38,C,CPU,ep,8682.62916432804,0.956678119170528,MR,0.082943341008631,0.193134123077665,61.473185086858,3.29212319097596,0.069815768022357,7.18013751087068,0.000301130057126
732538017916,788164824522,1,75342330946,5256824084,14.3322907029202,363,5103745865,130961,0,65895114362,148267590081,2459987893,140716675,45050957,2,87.04,C,CPU,ep,8416.1077426011,0.929422368424351,MR,0.061499821030676,0.192094705746912,60.2716747114495,3.35817095199841,0.069772517228963,7.1761791953886,0.000178777069308
732661784574,766568397994,2,75344566459,5264568228,14.3116326346146,418,5063004601,300387,0,65882326689,148257361341,2437847255,141962700,63626189,2,85.51,C,CPU,ep,8568.14155740849,0.95576831303152,MR,0.086842510882419,0.193762938082738,60.8148689533053,3.32738421237224,0.069873230087067,7.18553681772967,0.000409994087756
732444459335,770550763632,2,75338954581,5265523258,14.3079710960418,411,5077301412,212011,0,65892524855,148259759417,2451503308,142080703,66746841,2,85.01,C,CPU,ep,8615.97999453005,0.950546665975145,MR,0.091128876939831,0.193981538380395,60.4770790776351,3.34701597746506,0.069891111275493,7.18897274856945,0.000289456759892
732771857644,767510058440,4,75353100015,5260929012,14.3231546829699,241,5000811566,316719,0,65877637641,148249921364,2430489040,137909548,62973390,4,43.31,C,CPU,ep,16919.2301464789,0.954739093756495,MR,0.085938603322556,0.188202571593572,60.9959226000048,3.31684277261204,0.069817021608305,7.17949107504603,0.000432220474485
732654779980,768326650505,4,75343472910,5256671114,14.3329250158601,247,5027628040,374681,0,65893904684,148262852368,2451041474,137026467,53282155,4,43.32,C,CPU,ep,16912.6218831948,0.953571998964823,MR,0.072724776328429,0.187027329574975,60.4897362777142,3.34542480439001,0.069769429400729,7.17482675011483,0.000511401836497
732584794697,766841262821,4,75345985346,5258582738,14.3281924236979,235,5014277576,194051,0,65899579225,148272383074,2467987596,138004218,64629848,4,43.31,C,CPU,ep,16914.9109835373,0.95532782365156,MR,0.088221661803302,0.18837985581871,60.0782529516409,3.36887635924899,0.069792474195563,7.17812159911805,0.000264885377645
732674225267,766615401112,4,75346314274,5252030048,14.3461316072806,241,5014590681,441987,0,65880304095,148250605203,2456709640,137977377,64121801,4,43.34,C,CPU,ep,16905.2659267882,0.95572594054885,MR,0.08751747883124,0.188320227792534,60.3451880471312,3.35307228680623,0.069705201888188,7.16830190946879,0.0006032517383
732677734864,767214041095,4,75343838135,5252920930,14.3432271566669,232,5016422593,713635,0,65898534998,148256791176,2460479554,137972662,64963085,4,43.28,C,CPU,ep,16928.7831530499,0.954984783409714,MR,0.088665291585609,0.188312890421886,60.255242086844,3.35820161705435,0.069719316934557,7.16948349873775,0.000974009398733
732707626350,778223679345,4,75342482812,5252232463,14.3448492317809,235,5033558682,572193,0,65899061136,148282707972,2457553900,137672645,53100211,4,44.45,C,CPU,ep,16483.8611102362,0.941512891212319,MR,0.07247121374254,0.18789574456297,60.3375201544918,3.35407168100919,0.069711433270732,7.16825139266547,0.000780929499602
732747848090,766599472133,4,75343834559,5252347800,14.3447915918668,245,5004364626,1291913,0,65877376460,148274327625,2454115285,138357482,63644804,4,43.37,C,CPU,ep,16895.269727692,0.955841837525911,MR,0.086857715332632,0.188820045477645,60.4186480281834,3.34919480336512,0.069711713383622,7.16801531889982,0.001763107190785
732838491464,767098410714,4,75355091748,5251062239,14.3504472653804,243,4986686953,419048,0,65866534932,148234027012,2425072989,138007800,60174526,4,43.51,C,CPU,ep,16842.9899210297,0.955338299791142,MR,0.082111579428352,0.188319529620094,61.1255940272237,3.30915067541745,0.069684239209215,7.16537449951611,0.000571814942693
